survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Austria,AT,2021-W38,2021-09-26,deaths,65+,64
non-sentinel,Austria,AT,2021-W38,2021-09-26,deaths,total,73
non-sentinel,Austria,AT,2021-W37,2021-09-19,deaths,0-4,0
non-sentinel,Austria,AT,2021-W37,2021-09-19,deaths,15-64,15
non-sentinel,Austria,AT,2021-W37,2021-09-19,deaths,5-14,0
non-sentinel,Austria,AT,2021-W37,2021-09-19,deaths,65+,71
non-sentinel,Austria,AT,2021-W37,2021-09-19,deaths,total,86
non-sentinel,Austria,AT,2021-W36,2021-09-12,deaths,0-4,0
non-sentinel,Austria,AT,2021-W36,2021-09-12,deaths,15-64,9
non-sentinel,Austria,AT,2021-W36,2021-09-12,deaths,5-14,0
non-sentinel,Austria,AT,2021-W36,2021-09-12,deaths,65+,42
non-sentinel,Austria,AT,2021-W36,2021-09-12,deaths,total,51
non-sentinel,Austria,AT,2021-W35,2021-09-05,deaths,0-4,0
non-sentinel,Austria,AT,2021-W35,2021-09-05,deaths,15-64,8
non-sentinel,Austria,AT,2021-W35,2021-09-05,deaths,5-14,0
non-sentinel,Austria,AT,2021-W35,2021-09-05,deaths,65+,36
non-sentinel,Austria,AT,2021-W35,2021-09-05,deaths,total,44
non-sentinel,Austria,AT,2021-W34,2021-08-29,deaths,0-4,0
non-sentinel,Austria,AT,2021-W34,2021-08-29,deaths,15-64,5
non-sentinel,Austria,AT,2021-W34,2021-08-29,deaths,5-14,0
non-sentinel,Austria,AT,2021-W34,2021-08-29,deaths,65+,29
non-sentinel,Austria,AT,2021-W34,2021-08-29,deaths,total,34
non-sentinel,Austria,AT,2021-W33,2021-08-22,deaths,0-4,0
non-sentinel,Austria,AT,2021-W33,2021-08-22,deaths,15-64,2
non-sentinel,Austria,AT,2021-W33,2021-08-22,deaths,5-14,0
non-sentinel,Austria,AT,2021-W33,2021-08-22,deaths,65+,11
non-sentinel,Austria,AT,2021-W33,2021-08-22,deaths,total,13
non-sentinel,Austria,AT,2021-W32,2021-08-15,deaths,0-4,0
non-sentinel,Austria,AT,2021-W32,2021-08-15,deaths,15-64,3
non-sentinel,Austria,AT,2021-W32,2021-08-15,deaths,5-14,0
non-sentinel,Austria,AT,2021-W32,2021-08-15,deaths,65+,13
non-sentinel,Austria,AT,2021-W32,2021-08-15,deaths,total,16
non-sentinel,Austria,AT,2021-W31,2021-08-08,deaths,0-4,0
non-sentinel,Austria,AT,2021-W31,2021-08-08,deaths,15-64,0
non-sentinel,Austria,AT,2021-W31,2021-08-08,deaths,5-14,0
non-sentinel,Austria,AT,2021-W31,2021-08-08,deaths,65+,19
non-sentinel,Austria,AT,2021-W31,2021-08-08,deaths,total,19
non-sentinel,Austria,AT,2021-W30,2021-08-01,deaths,0-4,0
non-sentinel,Austria,AT,2021-W30,2021-08-01,deaths,15-64,3
non-sentinel,Austria,AT,2021-W30,2021-08-01,deaths,5-14,0
non-sentinel,Austria,AT,2021-W30,2021-08-01,deaths,65+,12
non-sentinel,Austria,AT,2021-W30,2021-08-01,deaths,total,15
non-sentinel,Austria,AT,2021-W29,2021-07-25,deaths,0-4,0
non-sentinel,Austria,AT,2021-W29,2021-07-25,deaths,15-64,4
non-sentinel,Austria,AT,2021-W29,2021-07-25,deaths,5-14,0
non-sentinel,Austria,AT,2021-W29,2021-07-25,deaths,65+,12
non-sentinel,Austria,AT,2021-W29,2021-07-25,deaths,total,16
non-sentinel,Austria,AT,2021-W28,2021-07-18,deaths,0-4,0
non-sentinel,Austria,AT,2021-W28,2021-07-18,deaths,15-64,3
non-sentinel,Austria,AT,2021-W28,2021-07-18,deaths,5-14,0
non-sentinel,Austria,AT,2021-W28,2021-07-18,deaths,65+,11
non-sentinel,Austria,AT,2021-W28,2021-07-18,deaths,total,14
non-sentinel,Austria,AT,2021-W27,2021-07-11,deaths,0-4,0
non-sentinel,Austria,AT,2021-W27,2021-07-11,deaths,15-64,3
non-sentinel,Austria,AT,2021-W27,2021-07-11,deaths,5-14,0
non-sentinel,Austria,AT,2021-W27,2021-07-11,deaths,65+,9
non-sentinel,Austria,AT,2021-W27,2021-07-11,deaths,total,12
non-sentinel,Austria,AT,2021-W26,2021-07-04,deaths,0-4,0
non-sentinel,Austria,AT,2021-W26,2021-07-04,deaths,15-64,3
non-sentinel,Austria,AT,2021-W26,2021-07-04,deaths,5-14,0
non-sentinel,Austria,AT,2021-W26,2021-07-04,deaths,65+,21
non-sentinel,Austria,AT,2021-W26,2021-07-04,deaths,total,24
non-sentinel,Austria,AT,2021-W25,2021-06-27,deaths,0-4,0
non-sentinel,Austria,AT,2021-W25,2021-06-27,deaths,15-64,4
non-sentinel,Austria,AT,2021-W25,2021-06-27,deaths,5-14,1
non-sentinel,Austria,AT,2021-W25,2021-06-27,deaths,65+,14
non-sentinel,Austria,AT,2021-W25,2021-06-27,deaths,total,19
non-sentinel,Austria,AT,2021-W24,2021-06-20,deaths,0-4,0
non-sentinel,Austria,AT,2021-W24,2021-06-20,deaths,15-64,6
non-sentinel,Austria,AT,2021-W24,2021-06-20,deaths,5-14,0
non-sentinel,Austria,AT,2021-W24,2021-06-20,deaths,65+,27
non-sentinel,Austria,AT,2021-W24,2021-06-20,deaths,total,33
non-sentinel,Austria,AT,2021-W23,2021-06-13,deaths,0-4,0
non-sentinel,Austria,AT,2021-W23,2021-06-13,deaths,15-64,8
non-sentinel,Austria,AT,2021-W23,2021-06-13,deaths,5-14,0
non-sentinel,Austria,AT,2021-W23,2021-06-13,deaths,65+,29
non-sentinel,Austria,AT,2021-W23,2021-06-13,deaths,total,37
non-sentinel,Austria,AT,2021-W22,2021-06-06,deaths,0-4,0
non-sentinel,Austria,AT,2021-W22,2021-06-06,deaths,15-64,11
non-sentinel,Austria,AT,2021-W22,2021-06-06,deaths,5-14,0
non-sentinel,Austria,AT,2021-W22,2021-06-06,deaths,65+,37
non-sentinel,Austria,AT,2021-W22,2021-06-06,deaths,total,48
non-sentinel,Austria,AT,2021-W21,2021-05-30,deaths,0-4,0
non-sentinel,Austria,AT,2021-W21,2021-05-30,deaths,15-64,17
non-sentinel,Austria,AT,2021-W21,2021-05-30,deaths,5-14,0
non-sentinel,Austria,AT,2021-W21,2021-05-30,deaths,65+,55
non-sentinel,Austria,AT,2021-W21,2021-05-30,deaths,total,72
non-sentinel,Austria,AT,2021-W20,2021-05-23,deaths,0-4,0
non-sentinel,Austria,AT,2021-W20,2021-05-23,deaths,15-64,13
non-sentinel,Austria,AT,2021-W20,2021-05-23,deaths,5-14,0
non-sentinel,Austria,AT,2021-W20,2021-05-23,deaths,65+,60
non-sentinel,Austria,AT,2021-W20,2021-05-23,deaths,total,73
non-sentinel,Austria,AT,2021-W19,2021-05-16,deaths,0-4,0
non-sentinel,Austria,AT,2021-W19,2021-05-16,deaths,15-64,23
non-sentinel,Austria,AT,2021-W19,2021-05-16,deaths,5-14,0
non-sentinel,Austria,AT,2021-W19,2021-05-16,deaths,65+,82
non-sentinel,Austria,AT,2021-W19,2021-05-16,deaths,total,105
non-sentinel,Austria,AT,2021-W18,2021-05-09,deaths,0-4,0
non-sentinel,Austria,AT,2021-W18,2021-05-09,deaths,15-64,23
non-sentinel,Austria,AT,2021-W18,2021-05-09,deaths,5-14,0
non-sentinel,Austria,AT,2021-W18,2021-05-09,deaths,65+,134
non-sentinel,Austria,AT,2021-W18,2021-05-09,deaths,total,157
non-sentinel,Austria,AT,2021-W17,2021-05-02,deaths,0-4,0
non-sentinel,Austria,AT,2021-W17,2021-05-02,deaths,15-64,26
non-sentinel,Austria,AT,2021-W17,2021-05-02,deaths,5-14,0
non-sentinel,Austria,AT,2021-W17,2021-05-02,deaths,65+,168
non-sentinel,Austria,AT,2021-W17,2021-05-02,deaths,total,194
non-sentinel,Austria,AT,2021-W16,2021-04-25,deaths,0-4,0
non-sentinel,Austria,AT,2021-W16,2021-04-25,deaths,15-64,32
non-sentinel,Austria,AT,2021-W16,2021-04-25,deaths,5-14,0
non-sentinel,Austria,AT,2021-W16,2021-04-25,deaths,65+,168
non-sentinel,Austria,AT,2021-W16,2021-04-25,deaths,total,200
non-sentinel,Austria,AT,2021-W15,2021-04-18,deaths,0-4,0
non-sentinel,Austria,AT,2021-W15,2021-04-18,deaths,15-64,45
non-sentinel,Austria,AT,2021-W15,2021-04-18,deaths,5-14,1
non-sentinel,Austria,AT,2021-W15,2021-04-18,deaths,65+,199
non-sentinel,Austria,AT,2021-W15,2021-04-18,deaths,total,245
non-sentinel,Austria,AT,2021-W14,2021-04-11,deaths,0-4,0
non-sentinel,Austria,AT,2021-W14,2021-04-11,deaths,15-64,27
non-sentinel,Austria,AT,2021-W14,2021-04-11,deaths,5-14,0
non-sentinel,Austria,AT,2021-W14,2021-04-11,deaths,65+,224
non-sentinel,Austria,AT,2021-W14,2021-04-11,deaths,total,251
non-sentinel,Austria,AT,2021-W13,2021-04-04,deaths,0-4,0
non-sentinel,Austria,AT,2021-W13,2021-04-04,deaths,15-64,36
non-sentinel,Austria,AT,2021-W13,2021-04-04,deaths,5-14,0
non-sentinel,Austria,AT,2021-W13,2021-04-04,deaths,65+,235
non-sentinel,Austria,AT,2021-W13,2021-04-04,deaths,total,271
non-sentinel,Austria,AT,2021-W12,2021-03-28,deaths,0-4,0
non-sentinel,Austria,AT,2021-W12,2021-03-28,deaths,15-64,32
non-sentinel,Austria,AT,2021-W12,2021-03-28,deaths,5-14,0
non-sentinel,Austria,AT,2021-W12,2021-03-28,deaths,65+,184
non-sentinel,Austria,AT,2021-W12,2021-03-28,deaths,total,216
non-sentinel,Austria,AT,2021-W11,2021-03-21,deaths,0-4,0
non-sentinel,Austria,AT,2021-W11,2021-03-21,deaths,15-64,23
non-sentinel,Austria,AT,2021-W11,2021-03-21,deaths,5-14,0
non-sentinel,Austria,AT,2021-W11,2021-03-21,deaths,65+,223
non-sentinel,Austria,AT,2021-W11,2021-03-21,deaths,total,246
non-sentinel,Austria,AT,2021-W10,2021-03-14,deaths,0-4,0
non-sentinel,Austria,AT,2021-W10,2021-03-14,deaths,15-64,24
non-sentinel,Austria,AT,2021-W10,2021-03-14,deaths,5-14,0
non-sentinel,Austria,AT,2021-W10,2021-03-14,deaths,65+,190
non-sentinel,Austria,AT,2021-W10,2021-03-14,deaths,total,214
non-sentinel,Austria,AT,2021-W09,2021-03-07,deaths,0-4,0
non-sentinel,Austria,AT,2021-W09,2021-03-07,deaths,15-64,21
non-sentinel,Austria,AT,2021-W09,2021-03-07,deaths,5-14,0
non-sentinel,Austria,AT,2021-W09,2021-03-07,deaths,65+,169
non-sentinel,Austria,AT,2021-W09,2021-03-07,deaths,total,190
non-sentinel,Austria,AT,2021-W08,2021-02-28,deaths,0-4,0
non-sentinel,Austria,AT,2021-W08,2021-02-28,deaths,15-64,20
non-sentinel,Austria,AT,2021-W08,2021-02-28,deaths,5-14,0
non-sentinel,Austria,AT,2021-W08,2021-02-28,deaths,65+,204
non-sentinel,Austria,AT,2021-W08,2021-02-28,deaths,total,224
non-sentinel,Austria,AT,2021-W07,2021-02-21,deaths,0-4,0
non-sentinel,Austria,AT,2021-W07,2021-02-21,deaths,15-64,15
non-sentinel,Austria,AT,2021-W07,2021-02-21,deaths,5-14,0
non-sentinel,Austria,AT,2021-W07,2021-02-21,deaths,65+,203
non-sentinel,Austria,AT,2021-W07,2021-02-21,deaths,total,218
non-sentinel,Austria,AT,2021-W06,2021-02-14,deaths,0-4,0
non-sentinel,Austria,AT,2021-W06,2021-02-14,deaths,15-64,14
non-sentinel,Austria,AT,2021-W06,2021-02-14,deaths,5-14,0
non-sentinel,Austria,AT,2021-W06,2021-02-14,deaths,65+,239
non-sentinel,Austria,AT,2021-W06,2021-02-14,deaths,total,253
non-sentinel,Austria,AT,2021-W05,2021-02-07,deaths,0-4,0
non-sentinel,Austria,AT,2021-W05,2021-02-07,deaths,15-64,25
non-sentinel,Austria,AT,2021-W05,2021-02-07,deaths,5-14,1
non-sentinel,Austria,AT,2021-W05,2021-02-07,deaths,65+,272
non-sentinel,Austria,AT,2021-W05,2021-02-07,deaths,total,298
non-sentinel,Austria,AT,2021-W04,2021-01-31,deaths,0-4,0
non-sentinel,Austria,AT,2021-W04,2021-01-31,deaths,15-64,25
non-sentinel,Austria,AT,2021-W04,2021-01-31,deaths,5-14,0
non-sentinel,Austria,AT,2021-W04,2021-01-31,deaths,65+,344
non-sentinel,Austria,AT,2021-W04,2021-01-31,deaths,total,369
non-sentinel,Austria,AT,2021-W03,2021-01-24,deaths,0-4,0
non-sentinel,Austria,AT,2021-W03,2021-01-24,deaths,15-64,21
non-sentinel,Austria,AT,2021-W03,2021-01-24,deaths,5-14,0
non-sentinel,Austria,AT,2021-W03,2021-01-24,deaths,65+,379
non-sentinel,Austria,AT,2021-W03,2021-01-24,deaths,total,400
non-sentinel,Austria,AT,2021-W02,2021-01-17,deaths,0-4,0
non-sentinel,Austria,AT,2021-W02,2021-01-17,deaths,15-64,27
non-sentinel,Austria,AT,2021-W02,2021-01-17,deaths,5-14,0
non-sentinel,Austria,AT,2021-W02,2021-01-17,deaths,65+,423
non-sentinel,Austria,AT,2021-W02,2021-01-17,deaths,total,450
non-sentinel,Austria,AT,2021-W01,2021-01-10,deaths,0-4,0
non-sentinel,Austria,AT,2021-W01,2021-01-10,deaths,15-64,22
non-sentinel,Austria,AT,2021-W01,2021-01-10,deaths,5-14,0
non-sentinel,Austria,AT,2021-W01,2021-01-10,deaths,65+,414
non-sentinel,Austria,AT,2021-W01,2021-01-10,deaths,total,436
non-sentinel,Austria,AT,2020-W53,2021-01-10,deaths,0-4,0
non-sentinel,Austria,AT,2020-W53,2021-01-10,deaths,15-64,24
non-sentinel,Austria,AT,2020-W53,2021-01-10,deaths,5-14,0
non-sentinel,Austria,AT,2020-W53,2021-01-10,deaths,65+,493
non-sentinel,Austria,AT,2020-W53,2021-01-10,deaths,total,517
non-sentinel,Austria,AT,2020-W52,2021-01-03,deaths,0-4,0
non-sentinel,Austria,AT,2020-W52,2021-01-03,deaths,15-64,47
non-sentinel,Austria,AT,2020-W52,2021-01-03,deaths,5-14,0
non-sentinel,Austria,AT,2020-W52,2021-01-03,deaths,65+,568
non-sentinel,Austria,AT,2020-W52,2021-01-03,deaths,total,615
non-sentinel,Austria,AT,2020-W51,2020-12-27,deaths,0-4,0
non-sentinel,Austria,AT,2020-W51,2020-12-27,deaths,15-64,51
non-sentinel,Austria,AT,2020-W51,2020-12-27,deaths,5-14,0
non-sentinel,Austria,AT,2020-W51,2020-12-27,deaths,65+,653
non-sentinel,Austria,AT,2020-W51,2020-12-27,deaths,total,704
non-sentinel,Austria,AT,2020-W50,2020-12-20,deaths,0-4,0
non-sentinel,Austria,AT,2020-W50,2020-12-20,deaths,15-64,68
non-sentinel,Austria,AT,2020-W50,2020-12-20,deaths,5-14,0
non-sentinel,Austria,AT,2020-W50,2020-12-20,deaths,65+,781
non-sentinel,Austria,AT,2020-W50,2020-12-20,deaths,total,849
non-sentinel,Austria,AT,2020-W49,2020-12-13,deaths,0-4,0
non-sentinel,Austria,AT,2020-W49,2020-12-13,deaths,15-64,60
non-sentinel,Austria,AT,2020-W49,2020-12-13,deaths,5-14,0
non-sentinel,Austria,AT,2020-W49,2020-12-13,deaths,65+,861
non-sentinel,Austria,AT,2020-W49,2020-12-13,deaths,total,921
non-sentinel,Austria,AT,2020-W48,2020-12-06,deaths,0-4,0
non-sentinel,Austria,AT,2020-W48,2020-12-06,deaths,15-64,48
non-sentinel,Austria,AT,2020-W48,2020-12-06,deaths,5-14,0
non-sentinel,Austria,AT,2020-W48,2020-12-06,deaths,65+,810
non-sentinel,Austria,AT,2020-W48,2020-12-06,deaths,total,858
non-sentinel,Austria,AT,2020-W47,2020-11-29,deaths,0-4,0
non-sentinel,Austria,AT,2020-W47,2020-11-29,deaths,15-64,48
non-sentinel,Austria,AT,2020-W47,2020-11-29,deaths,5-14,0
non-sentinel,Austria,AT,2020-W47,2020-11-29,deaths,65+,718
non-sentinel,Austria,AT,2020-W47,2020-11-29,deaths,total,766
non-sentinel,Austria,AT,2020-W46,2020-11-22,deaths,0-4,0
non-sentinel,Austria,AT,2020-W46,2020-11-22,deaths,15-64,41
non-sentinel,Austria,AT,2020-W46,2020-11-22,deaths,5-14,0
non-sentinel,Austria,AT,2020-W46,2020-11-22,deaths,65+,582
non-sentinel,Austria,AT,2020-W46,2020-11-22,deaths,total,623
non-sentinel,Austria,AT,2020-W45,2020-11-15,deaths,0-4,0
non-sentinel,Austria,AT,2020-W45,2020-11-15,deaths,15-64,23
non-sentinel,Austria,AT,2020-W45,2020-11-15,deaths,5-14,0
non-sentinel,Austria,AT,2020-W45,2020-11-15,deaths,65+,374
non-sentinel,Austria,AT,2020-W45,2020-11-15,deaths,total,397
non-sentinel,Austria,AT,2020-W44,2020-11-08,deaths,0-4,0
non-sentinel,Austria,AT,2020-W44,2020-11-08,deaths,15-64,10
non-sentinel,Austria,AT,2020-W44,2020-11-08,deaths,5-14,0
non-sentinel,Austria,AT,2020-W44,2020-11-08,deaths,65+,251
non-sentinel,Austria,AT,2020-W44,2020-11-08,deaths,total,261
non-sentinel,Austria,AT,2020-W43,2020-11-01,deaths,0-4,0
non-sentinel,Austria,AT,2020-W43,2020-11-01,deaths,15-64,12
non-sentinel,Austria,AT,2020-W43,2020-11-01,deaths,5-14,0
non-sentinel,Austria,AT,2020-W43,2020-11-01,deaths,65+,114
non-sentinel,Austria,AT,2020-W43,2020-11-01,deaths,total,126
non-sentinel,Austria,AT,2020-W42,2020-10-25,deaths,0-4,0
non-sentinel,Austria,AT,2020-W42,2020-10-25,deaths,15-64,4
non-sentinel,Austria,AT,2020-W42,2020-10-25,deaths,5-14,0
non-sentinel,Austria,AT,2020-W42,2020-10-25,deaths,65+,61
non-sentinel,Austria,AT,2020-W42,2020-10-25,deaths,total,65
non-sentinel,Austria,AT,2020-W41,2020-10-18,deaths,0-4,0
non-sentinel,Austria,AT,2020-W41,2020-10-18,deaths,15-64,5
non-sentinel,Austria,AT,2020-W41,2020-10-18,deaths,5-14,0
non-sentinel,Austria,AT,2020-W41,2020-10-18,deaths,65+,66
non-sentinel,Austria,AT,2020-W41,2020-10-18,deaths,total,71
non-sentinel,Austria,AT,2020-W40,2020-10-11,deaths,0-4,0
non-sentinel,Austria,AT,2020-W40,2020-10-11,deaths,15-64,4
non-sentinel,Austria,AT,2020-W40,2020-10-11,deaths,5-14,0
non-sentinel,Austria,AT,2020-W40,2020-10-11,deaths,65+,36
non-sentinel,Austria,AT,2020-W40,2020-10-11,deaths,total,40
non-sentinel,Austria,AT,2020-W39,2020-10-04,deaths,0-4,0
non-sentinel,Austria,AT,2020-W39,2020-10-04,deaths,15-64,3
non-sentinel,Austria,AT,2020-W39,2020-10-04,deaths,5-14,0
non-sentinel,Austria,AT,2020-W39,2020-10-04,deaths,65+,31
non-sentinel,Austria,AT,2020-W39,2020-10-04,deaths,total,34
non-sentinel,Austria,AT,2020-W38,2020-09-27,deaths,0-4,0
non-sentinel,Austria,AT,2020-W38,2020-09-27,deaths,15-64,4
non-sentinel,Austria,AT,2020-W38,2020-09-27,deaths,5-14,0
non-sentinel,Austria,AT,2020-W38,2020-09-27,deaths,65+,20
non-sentinel,Austria,AT,2020-W38,2020-09-27,deaths,total,24
non-sentinel,Austria,AT,2020-W37,2020-09-20,deaths,0-4,0
non-sentinel,Austria,AT,2020-W37,2020-09-20,deaths,15-64,2
non-sentinel,Austria,AT,2020-W37,2020-09-20,deaths,5-14,0
non-sentinel,Austria,AT,2020-W37,2020-09-20,deaths,65+,13
non-sentinel,Austria,AT,2020-W37,2020-09-20,deaths,total,15
non-sentinel,Austria,AT,2020-W36,2020-09-13,deaths,0-4,0
non-sentinel,Austria,AT,2020-W36,2020-09-13,deaths,15-64,2
non-sentinel,Austria,AT,2020-W36,2020-09-13,deaths,5-14,0
non-sentinel,Austria,AT,2020-W36,2020-09-13,deaths,65+,14
non-sentinel,Austria,AT,2020-W36,2020-09-13,deaths,total,16
non-sentinel,Austria,AT,2020-W35,2020-09-06,deaths,0-4,0
non-sentinel,Austria,AT,2020-W35,2020-09-06,deaths,15-64,1
non-sentinel,Austria,AT,2020-W35,2020-09-06,deaths,5-14,0
non-sentinel,Austria,AT,2020-W35,2020-09-06,deaths,65+,5
non-sentinel,Austria,AT,2020-W35,2020-09-06,deaths,total,6
non-sentinel,Austria,AT,2020-W34,2020-08-30,deaths,0-4,0
non-sentinel,Austria,AT,2020-W34,2020-08-30,deaths,15-64,0
non-sentinel,Austria,AT,2020-W34,2020-08-30,deaths,5-14,0
non-sentinel,Austria,AT,2020-W34,2020-08-30,deaths,65+,13
non-sentinel,Austria,AT,2020-W34,2020-08-30,deaths,total,13
non-sentinel,Austria,AT,2020-W33,2020-08-23,deaths,0-4,0
non-sentinel,Austria,AT,2020-W33,2020-08-23,deaths,15-64,1
non-sentinel,Austria,AT,2020-W33,2020-08-23,deaths,5-14,0
non-sentinel,Austria,AT,2020-W33,2020-08-23,deaths,65+,9
non-sentinel,Austria,AT,2020-W33,2020-08-23,deaths,total,10
non-sentinel,Austria,AT,2020-W32,2020-08-16,deaths,0-4,0
non-sentinel,Austria,AT,2020-W32,2020-08-16,deaths,15-64,2
non-sentinel,Austria,AT,2020-W32,2020-08-16,deaths,5-14,0
non-sentinel,Austria,AT,2020-W32,2020-08-16,deaths,65+,10
non-sentinel,Austria,AT,2020-W32,2020-08-16,deaths,total,12
non-sentinel,Austria,AT,2020-W31,2020-08-09,deaths,0-4,0
non-sentinel,Austria,AT,2020-W31,2020-08-09,deaths,15-64,1
non-sentinel,Austria,AT,2020-W31,2020-08-09,deaths,5-14,0
non-sentinel,Austria,AT,2020-W31,2020-08-09,deaths,65+,16
non-sentinel,Austria,AT,2020-W31,2020-08-09,deaths,total,17
non-sentinel,Austria,AT,2020-W30,2020-08-02,deaths,0-4,0
non-sentinel,Austria,AT,2020-W30,2020-08-02,deaths,15-64,0
non-sentinel,Austria,AT,2020-W30,2020-08-02,deaths,5-14,0
non-sentinel,Austria,AT,2020-W30,2020-08-02,deaths,65+,8
non-sentinel,Austria,AT,2020-W30,2020-08-02,deaths,total,8
non-sentinel,Austria,AT,2020-W29,2020-07-26,deaths,0-4,0
non-sentinel,Austria,AT,2020-W29,2020-07-26,deaths,15-64,1
