survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Germany,DE,2021-W04,2021-01-31,deaths,15-64,194
non-sentinel,Germany,DE,2021-W04,2021-01-31,deaths,65+,2903
non-sentinel,Germany,DE,2021-W04,2021-01-31,deaths,total,3102
non-sentinel,Germany,DE,2021-W04,2021-01-31,deaths,unk,1
non-sentinel,Germany,DE,2021-W03,2021-01-24,deaths,15-64,239
non-sentinel,Germany,DE,2021-W03,2021-01-24,deaths,65+,3861
non-sentinel,Germany,DE,2021-W03,2021-01-24,deaths,total,4107
non-sentinel,Germany,DE,2021-W02,2021-01-17,deaths,15-64,235
non-sentinel,Germany,DE,2021-W02,2021-01-17,deaths,65+,4857
non-sentinel,Germany,DE,2021-W02,2021-01-17,deaths,total,5096
non-sentinel,Germany,DE,2021-W02,2021-01-17,deaths,unk,1
non-sentinel,Germany,DE,2021-W01,2021-01-10,deaths,0-4,2
non-sentinel,Germany,DE,2021-W01,2021-01-10,deaths,15-64,308
non-sentinel,Germany,DE,2021-W01,2021-01-10,deaths,65+,5433
non-sentinel,Germany,DE,2021-W01,2021-01-10,deaths,total,5759
non-sentinel,Germany,DE,2020-W53,2021-01-10,deaths,0-4,1
non-sentinel,Germany,DE,2020-W53,2021-01-10,deaths,15-64,307
non-sentinel,Germany,DE,2020-W53,2021-01-10,deaths,65+,5429
non-sentinel,Germany,DE,2020-W53,2021-01-10,deaths,total,5744
non-sentinel,Germany,DE,2020-W52,2021-01-03,deaths,15-64,322
non-sentinel,Germany,DE,2020-W52,2021-01-03,deaths,65+,5397
non-sentinel,Germany,DE,2020-W52,2021-01-03,deaths,total,5728
non-sentinel,Germany,DE,2020-W51,2020-12-27,deaths,15-64,378
non-sentinel,Germany,DE,2020-W51,2020-12-27,deaths,65+,6078
non-sentinel,Germany,DE,2020-W51,2020-12-27,deaths,total,6460
non-sentinel,Germany,DE,2020-W50,2020-12-20,deaths,15-64,297
non-sentinel,Germany,DE,2020-W50,2020-12-20,deaths,65+,5461
non-sentinel,Germany,DE,2020-W50,2020-12-20,deaths,total,5762
non-sentinel,Germany,DE,2020-W49,2020-12-13,deaths,15-64,253
non-sentinel,Germany,DE,2020-W49,2020-12-13,deaths,65+,4222
non-sentinel,Germany,DE,2020-W49,2020-12-13,deaths,total,4480
non-sentinel,Germany,DE,2020-W49,2020-12-13,deaths,unk,1
non-sentinel,Germany,DE,2020-W48,2020-12-06,deaths,0-4,1
non-sentinel,Germany,DE,2020-W48,2020-12-06,deaths,15-64,229
non-sentinel,Germany,DE,2020-W48,2020-12-06,deaths,5-14,1
non-sentinel,Germany,DE,2020-W48,2020-12-06,deaths,65+,3369
non-sentinel,Germany,DE,2020-W48,2020-12-06,deaths,total,3601
non-sentinel,Germany,DE,2020-W47,2020-11-29,deaths,15-64,217
non-sentinel,Germany,DE,2020-W47,2020-11-29,deaths,65+,3007
non-sentinel,Germany,DE,2020-W47,2020-11-29,deaths,total,3226
non-sentinel,Germany,DE,2020-W46,2020-11-22,deaths,15-64,190
non-sentinel,Germany,DE,2020-W46,2020-11-22,deaths,65+,2343
non-sentinel,Germany,DE,2020-W46,2020-11-22,deaths,total,2536
non-sentinel,Germany,DE,2020-W45,2020-11-15,deaths,15-64,141
non-sentinel,Germany,DE,2020-W45,2020-11-15,deaths,5-14,1
non-sentinel,Germany,DE,2020-W45,2020-11-15,deaths,65+,1766
non-sentinel,Germany,DE,2020-W45,2020-11-15,deaths,total,1910
non-sentinel,Germany,DE,2020-W44,2020-11-08,deaths,15-64,127
non-sentinel,Germany,DE,2020-W44,2020-11-08,deaths,5-14,1
non-sentinel,Germany,DE,2020-W44,2020-11-08,deaths,65+,1493
non-sentinel,Germany,DE,2020-W44,2020-11-08,deaths,total,1621
non-sentinel,Germany,DE,2020-W43,2020-11-01,deaths,15-64,82
non-sentinel,Germany,DE,2020-W43,2020-11-01,deaths,5-14,1
non-sentinel,Germany,DE,2020-W43,2020-11-01,deaths,65+,931
non-sentinel,Germany,DE,2020-W43,2020-11-01,deaths,total,1015
non-sentinel,Germany,DE,2020-W42,2020-10-25,deaths,15-64,37
non-sentinel,Germany,DE,2020-W42,2020-10-25,deaths,65+,427
non-sentinel,Germany,DE,2020-W42,2020-10-25,deaths,total,464
non-sentinel,Germany,DE,2020-W41,2020-10-18,deaths,15-64,19
non-sentinel,Germany,DE,2020-W41,2020-10-18,deaths,65+,228
non-sentinel,Germany,DE,2020-W41,2020-10-18,deaths,total,247
non-sentinel,Germany,DE,2020-W40,2020-10-11,deaths,15-64,14
non-sentinel,Germany,DE,2020-W40,2020-10-11,deaths,65+,107
non-sentinel,Germany,DE,2020-W40,2020-10-11,deaths,total,121
non-sentinel,Germany,DE,2020-W39,2020-10-04,deaths,15-64,9
non-sentinel,Germany,DE,2020-W39,2020-10-04,deaths,65+,100
non-sentinel,Germany,DE,2020-W39,2020-10-04,deaths,total,110
non-sentinel,Germany,DE,2020-W38,2020-09-27,deaths,15-64,7
non-sentinel,Germany,DE,2020-W38,2020-09-27,deaths,65+,75
non-sentinel,Germany,DE,2020-W38,2020-09-27,deaths,total,82
non-sentinel,Germany,DE,2020-W37,2020-09-20,deaths,15-64,10
non-sentinel,Germany,DE,2020-W37,2020-09-20,deaths,65+,58
non-sentinel,Germany,DE,2020-W37,2020-09-20,deaths,total,68
non-sentinel,Germany,DE,2020-W36,2020-09-13,deaths,15-64,9
non-sentinel,Germany,DE,2020-W36,2020-09-13,deaths,65+,26
non-sentinel,Germany,DE,2020-W36,2020-09-13,deaths,total,35
non-sentinel,Germany,DE,2020-W35,2020-09-06,deaths,15-64,3
non-sentinel,Germany,DE,2020-W35,2020-09-06,deaths,65+,15
non-sentinel,Germany,DE,2020-W35,2020-09-06,deaths,total,18
non-sentinel,Germany,DE,2020-W34,2020-08-30,deaths,15-64,10
non-sentinel,Germany,DE,2020-W34,2020-08-30,deaths,65+,21
non-sentinel,Germany,DE,2020-W34,2020-08-30,deaths,total,31
non-sentinel,Germany,DE,2020-W33,2020-08-23,deaths,15-64,4
non-sentinel,Germany,DE,2020-W33,2020-08-23,deaths,65+,27
non-sentinel,Germany,DE,2020-W33,2020-08-23,deaths,total,31
non-sentinel,Germany,DE,2020-W32,2020-08-16,deaths,15-64,4
non-sentinel,Germany,DE,2020-W32,2020-08-16,deaths,65+,30
non-sentinel,Germany,DE,2020-W32,2020-08-16,deaths,total,34
non-sentinel,Germany,DE,2020-W31,2020-08-09,deaths,15-64,4
non-sentinel,Germany,DE,2020-W31,2020-08-09,deaths,65+,33
non-sentinel,Germany,DE,2020-W31,2020-08-09,deaths,total,37
non-sentinel,Germany,DE,2020-W30,2020-08-02,deaths,15-64,7
non-sentinel,Germany,DE,2020-W30,2020-08-02,deaths,65+,26
non-sentinel,Germany,DE,2020-W30,2020-08-02,deaths,total,33
non-sentinel,Germany,DE,2020-W29,2020-07-26,deaths,15-64,6
non-sentinel,Germany,DE,2020-W29,2020-07-26,deaths,65+,25
non-sentinel,Germany,DE,2020-W29,2020-07-26,deaths,total,31
non-sentinel,Germany,DE,2020-W28,2020-07-19,deaths,15-64,5
non-sentinel,Germany,DE,2020-W28,2020-07-19,deaths,65+,20
non-sentinel,Germany,DE,2020-W28,2020-07-19,deaths,total,25
non-sentinel,Germany,DE,2020-W27,2020-07-12,deaths,15-64,5
non-sentinel,Germany,DE,2020-W27,2020-07-12,deaths,65+,21
non-sentinel,Germany,DE,2020-W27,2020-07-12,deaths,total,26
non-sentinel,Germany,DE,2020-W26,2020-07-05,deaths,15-64,4
non-sentinel,Germany,DE,2020-W26,2020-07-05,deaths,65+,17
non-sentinel,Germany,DE,2020-W26,2020-07-05,deaths,total,21
non-sentinel,Germany,DE,2020-W25,2020-06-28,deaths,15-64,12
non-sentinel,Germany,DE,2020-W25,2020-06-28,deaths,65+,29
non-sentinel,Germany,DE,2020-W25,2020-06-28,deaths,total,41
non-sentinel,Germany,DE,2020-W24,2020-06-21,deaths,15-64,7
non-sentinel,Germany,DE,2020-W24,2020-06-21,deaths,65+,28
non-sentinel,Germany,DE,2020-W24,2020-06-21,deaths,total,35
non-sentinel,Germany,DE,2020-W23,2020-06-14,deaths,15-64,9
non-sentinel,Germany,DE,2020-W23,2020-06-14,deaths,65+,35
non-sentinel,Germany,DE,2020-W23,2020-06-14,deaths,total,44
non-sentinel,Germany,DE,2020-W22,2020-06-07,deaths,15-64,7
non-sentinel,Germany,DE,2020-W22,2020-06-07,deaths,65+,58
non-sentinel,Germany,DE,2020-W22,2020-06-07,deaths,total,65
non-sentinel,Germany,DE,2020-W21,2020-05-31,deaths,15-64,10
non-sentinel,Germany,DE,2020-W21,2020-05-31,deaths,65+,101
non-sentinel,Germany,DE,2020-W21,2020-05-31,deaths,total,111
non-sentinel,Germany,DE,2020-W20,2020-05-24,deaths,15-64,16
non-sentinel,Germany,DE,2020-W20,2020-05-24,deaths,65+,149
non-sentinel,Germany,DE,2020-W20,2020-05-24,deaths,total,165
non-sentinel,Germany,DE,2020-W19,2020-05-17,deaths,15-64,20
non-sentinel,Germany,DE,2020-W19,2020-05-17,deaths,65+,238
non-sentinel,Germany,DE,2020-W19,2020-05-17,deaths,total,258
non-sentinel,Germany,DE,2020-W18,2020-05-10,deaths,15-64,26
non-sentinel,Germany,DE,2020-W18,2020-05-10,deaths,65+,362
non-sentinel,Germany,DE,2020-W18,2020-05-10,deaths,total,388
non-sentinel,Germany,DE,2020-W17,2020-05-03,deaths,15-64,45
non-sentinel,Germany,DE,2020-W17,2020-05-03,deaths,65+,682
non-sentinel,Germany,DE,2020-W17,2020-05-03,deaths,total,727
non-sentinel,Germany,DE,2020-W16,2020-04-26,deaths,15-64,102
non-sentinel,Germany,DE,2020-W16,2020-04-26,deaths,65+,1124
non-sentinel,Germany,DE,2020-W16,2020-04-26,deaths,total,1226
non-sentinel,Germany,DE,2020-W15,2020-04-19,deaths,0-4,1
non-sentinel,Germany,DE,2020-W15,2020-04-19,deaths,15-64,137
non-sentinel,Germany,DE,2020-W15,2020-04-19,deaths,65+,1739
non-sentinel,Germany,DE,2020-W15,2020-04-19,deaths,total,1878
non-sentinel,Germany,DE,2020-W14,2020-04-12,deaths,15-64,176
non-sentinel,Germany,DE,2020-W14,2020-04-12,deaths,65+,2097
non-sentinel,Germany,DE,2020-W14,2020-04-12,deaths,total,2273
non-sentinel,Germany,DE,2020-W13,2020-04-05,deaths,15-64,178
non-sentinel,Germany,DE,2020-W13,2020-04-05,deaths,65+,1280
non-sentinel,Germany,DE,2020-W13,2020-04-05,deaths,total,1459
non-sentinel,Germany,DE,2020-W12,2020-03-29,deaths,15-64,55
non-sentinel,Germany,DE,2020-W12,2020-03-29,deaths,65+,423
non-sentinel,Germany,DE,2020-W12,2020-03-29,deaths,total,479
non-sentinel,Germany,DE,2020-W11,2020-03-22,deaths,15-64,12
non-sentinel,Germany,DE,2020-W11,2020-03-22,deaths,65+,72
non-sentinel,Germany,DE,2020-W11,2020-03-22,deaths,total,84
non-sentinel,Germany,DE,2020-W10,2020-03-15,deaths,15-64,1
non-sentinel,Germany,DE,2020-W10,2020-03-15,deaths,65+,11
non-sentinel,Germany,DE,2020-W10,2020-03-15,deaths,total,12
non-sentinel,Germany,DE,2020-W08,2020-03-01,deaths,65+,1
non-sentinel,Germany,DE,2020-W08,2020-03-01,deaths,total,1
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,0-4,0
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,15-64,0
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,5-14,0
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,65+,6
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,total,6
non-sentinel,Greece,GR,2024-W21,2024-05-26,deaths,unk,0
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,0-4,0
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,15-64,1
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,5-14,0
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,65+,1
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,total,2
non-sentinel,Greece,GR,2024-W20,2024-05-19,deaths,unk,0
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,0-4,0
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,15-64,0
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,5-14,0
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,65+,4
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,total,4
non-sentinel,Greece,GR,2024-W19,2024-05-12,deaths,unk,0
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,0-4,0
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,15-64,0
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,5-14,0
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,65+,2
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,total,2
non-sentinel,Greece,GR,2024-W18,2024-05-05,deaths,unk,0
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,0-4,0
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,15-64,0
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,5-14,0
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,65+,2
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,total,2
non-sentinel,Greece,GR,2024-W17,2024-04-28,deaths,unk,0
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,0-4,0
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,15-64,0
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,5-14,0
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,65+,6
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,total,6
non-sentinel,Greece,GR,2024-W16,2024-04-21,deaths,unk,0
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,0-4,0
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,15-64,0
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,5-14,0
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,65+,4
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,total,4
non-sentinel,Greece,GR,2024-W15,2024-04-14,deaths,unk,0
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,0-4,0
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,15-64,0
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,5-14,0
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,65+,6
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,total,6
non-sentinel,Greece,GR,2024-W14,2024-04-07,deaths,unk,0
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,0-4,0
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,15-64,1
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,5-14,0
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,65+,8
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,total,9
non-sentinel,Greece,GR,2024-W13,2024-03-31,deaths,unk,0
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,0-4,0
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,15-64,0
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,5-14,0
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,65+,7
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,total,7
non-sentinel,Greece,GR,2024-W12,2024-03-24,deaths,unk,0
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,0-4,0
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,15-64,0
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,5-14,0
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,65+,9
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,total,9
non-sentinel,Greece,GR,2024-W11,2024-03-17,deaths,unk,0
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,0-4,0
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,15-64,0
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,5-14,0
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,65+,14
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,total,14
non-sentinel,Greece,GR,2024-W10,2024-03-10,deaths,unk,0
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,0-4,0
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,15-64,0
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,5-14,0
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,65+,14
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,total,14
non-sentinel,Greece,GR,2024-W09,2024-03-03,deaths,unk,0
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,0-4,0
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,15-64,2
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,5-14,0
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,65+,17
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,total,19
non-sentinel,Greece,GR,2024-W08,2024-02-25,deaths,unk,0
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,0-4,0
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,15-64,1
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,5-14,0
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,65+,22
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,total,23
non-sentinel,Greece,GR,2024-W07,2024-02-18,deaths,unk,0
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,0-4,0
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,15-64,1
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,5-14,0
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,65+,42
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,total,43
non-sentinel,Greece,GR,2024-W06,2024-02-11,deaths,unk,0
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,0-4,0
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,15-64,1
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,5-14,0
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,65+,34
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,total,35
non-sentinel,Greece,GR,2024-W05,2024-02-04,deaths,unk,0
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,0-4,0
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,15-64,3
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,5-14,0
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,65+,67
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,total,70
non-sentinel,Greece,GR,2024-W04,2024-01-28,deaths,unk,0
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,0-4,0
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,15-64,4
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,5-14,0
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,65+,87
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,total,91
non-sentinel,Greece,GR,2024-W03,2024-01-21,deaths,unk,0
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,0-4,0
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,15-64,5
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,5-14,0
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,65+,116
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,total,121
non-sentinel,Greece,GR,2024-W02,2024-01-14,deaths,unk,0
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,0-4,0
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,15-64,5
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,5-14,0
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,65+,106
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,total,111
non-sentinel,Greece,GR,2024-W01,2024-01-07,deaths,unk,0
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,0-4,0
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,15-64,0
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,5-14,0
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,65+,94
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,total,94
non-sentinel,Greece,GR,2023-W52,2023-12-31,deaths,unk,0
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,0-4,0
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,15-64,3
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,5-14,0
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,65+,80
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,total,83
non-sentinel,Greece,GR,2023-W51,2023-12-24,deaths,unk,0
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,0-4,0
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,15-64,2
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,5-14,0
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,65+,72
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,total,74
non-sentinel,Greece,GR,2023-W50,2023-12-17,deaths,unk,0
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,0-4,0
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,15-64,2
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,5-14,0
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,65+,57
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,total,59
non-sentinel,Greece,GR,2023-W49,2023-12-10,deaths,unk,0
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,0-4,0
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,15-64,3
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,5-14,0
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,65+,43
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,total,46
non-sentinel,Greece,GR,2023-W48,2023-12-03,deaths,unk,0
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,0-4,0
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,15-64,2
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,5-14,0
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,65+,45
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,total,47
non-sentinel,Greece,GR,2023-W47,2023-11-26,deaths,unk,0
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,0-4,0
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,15-64,1
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,5-14,0
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,65+,29
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,total,30
non-sentinel,Greece,GR,2023-W46,2023-11-19,deaths,unk,0
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,0-4,0
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,15-64,1
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,5-14,0
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,65+,56
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,total,57
non-sentinel,Greece,GR,2023-W45,2023-11-12,deaths,unk,0
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,0-4,0
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,15-64,1
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,5-14,0
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,65+,61
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,total,62
non-sentinel,Greece,GR,2023-W44,2023-11-05,deaths,unk,0
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,0-4,0
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,15-64,1
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,5-14,0
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,65+,72
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,total,73
non-sentinel,Greece,GR,2023-W43,2023-10-29,deaths,unk,0
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,0-4,0
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,15-64,5
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,5-14,0
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,65+,50
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,total,55
non-sentinel,Greece,GR,2023-W42,2023-10-22,deaths,unk,0
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,0-4,0
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,15-64,2
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,5-14,0
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,65+,54
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,total,56
non-sentinel,Greece,GR,2023-W41,2023-10-15,deaths,unk,0
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,0-4,0
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,15-64,0
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,5-14,0
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,65+,56
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,total,56
non-sentinel,Greece,GR,2023-W40,2023-10-08,deaths,unk,0
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,0-4,0
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,15-64,0
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,5-14,0
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,65+,56
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,total,56
non-sentinel,Greece,GR,2023-W39,2023-10-01,deaths,unk,0
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,0-4,0
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,15-64,1
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,5-14,0
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,65+,43
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,total,44
non-sentinel,Greece,GR,2023-W38,2023-09-24,deaths,unk,0
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,0-4,0
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,15-64,2
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,5-14,0
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,65+,43
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,total,45
non-sentinel,Greece,GR,2023-W37,2023-09-17,deaths,unk,0
non-sentinel,Greece,GR,2023-W36,2023-09-10,deaths,0-4,0
non-sentinel,Greece,GR,2023-W36,2023-09-10,deaths,15-64,0
non-sentinel,Greece,GR,2023-W36,2023-09-10,deaths,5-14,0
non-sentinel,Greece,GR,2023-W36,2023-09-10,deaths,65+,39
non-sentinel,Greece,GR,2023-W36,2023-09-10,deaths,total,39
